chunk_id,source_file,page,category,content
SP-0010,MRI-SOP.pdf,2,safety_sop,"•The patient is then transferred into the MRI scan room itself.  Only staff who have com-
pleted an MRI safety questionnaire for themselves and the e-learning for health module 
“Managing patients undergoing General Anaesthesia in the MRI unit” should enter the 
MRI scan room (see end of this SOP for details).   
•The “dirty” team will remain outside the control room until the scan is completed, they 
should wait in the anaesthetic room with the door closed and communicate with the 
“clean” team who are responsible for monitoring the patient via telephone and walkie 
talkies.  The anaesthetic room will be cleaned by radiology staff once the ICU team have 
left the department.   
•When the MRI scan is completed “dirty” team should put on clean apron and gloves."
SP-0011,MRI-SOP.pdf,2,safety_sop,"left the department.   
•When the MRI scan is completed “dirty” team should put on clean apron and gloves. 
•The patient should be taken out of the MRI scan room, once outside the MRI scan room 
the patient should be disconnected from the anaesthetic machine and reconnected to the 
transport ventilator.  The ET tube should be clamped whilst the patient is disconnected 
from the ventilator.  All long line infusions running through the holes in the wall/ wave 
guide of the MRI control room should also be disconnected at this point and the patient 
should revert to their original infusions and pumps from ICU.  The “clean” doctor should 
disconnect the infusion lines for the patient at this point and they should be pulled through"
SP-0012,MRI-SOP.pdf,2,safety_sop,"disconnect the infusion lines for the patient at this point and they should be pulled through 
the hole in the wall/ wave guide and disposed of by a member of the dirty team when no 
longer required.   
•The patient should then be moved to the anaesthetic room and transferred back onto their 
bed. 
•Once the patient is safe the team should return to critical care with the patient.  There is 
no need to change any further PPE. 
•Patient returned onto bedside ventilator & monitoring, the transfer trolley is cleaned and 
plugged back in.  Emergency drugs returned to fridge. 
•Once doffed, the ITU Technician/ODP will need to return to MRI to clean the anaesthetic 
equipment.  The anaesthetic circuit will need to be replaced (cut at appropriate length) and"
SP-0013,MRI-SOP.pdf,2,safety_sop,"equipment.  The anaesthetic circuit will need to be replaced (cut at appropriate length) and 
the anaesthetic machine be put back in its usual place in the MRI scan room.   
•Radiology staff will take responsibility for cleaning monitoring and putting it back on 
charge. 
Contraindications 
Ensure the MRI safety questionnaire is completed by MRI radiographers to ensure suit-
ability of the patient to undergo MRI scan. 
Absolute contraindications: 
Page  of   37
Cardiff Critical Care SOP 001"
SP-0014,MRI-SOP.pdf,3,safety_sop,"Cardiff Critical Care Standard Operating Procedures
•Confirmed metal fragment in the eye (by orbit X-ray). 
•Deep brain stimulator. 
•Swan-Ganz catheter or other cardiovascular catheters with metallic parts. 
•Obesity – weight over 220 kg, or too physically big to fit in the MRI scanner. 
•Uniperc tracheostomy. 
•Respirator hoods. 
•Flow switch Arterial lines. 
•Thermistor urinary catheters. 
Potential contraindications: 
•Pacemaker/ defibrillator or wires other than sternal wires. 
•Spinal cord stimulator. 
•Aneurysm clips. 
•Bullet/shrapnel injuries. 
•Cochlear implant. 
•Magnetic dental implants.  
•Implanted drug infusion devices. 
•Stapes implant. 
•Neuro or bone growth stimulator. 
•Some surgical clips, wire sutures or screws. 
•Ocular prosthesis with metal or magnetic component."
SP-0015,MRI-SOP.pdf,3,safety_sop,"•Neuro or bone growth stimulator. 
•Some surgical clips, wire sutures or screws. 
•Ocular prosthesis with metal or magnetic component. 
•Penile prosthesis. 
•Joint replacement or prosthesis less than 6 weeks old. 
•Mechanical or electrical devices inside the body.  
For critical care patients who are definitely not a COVID risk (blue patients from a blue area) 
please follow the same process.  The only unnecessary considerations are the need for a “dirty” 
team as all escorting team members will be able to enter the MRI control room and it is not nec-
essary to clamp the tube when disconnected from the ventilator.  It is also not necessary to clean 
the bed’s wheels and your shoes on leaving critical care."
SP-0016,MRI-SOP.pdf,3,safety_sop,"the bed’s wheels and your shoes on leaving critical care.   
The e-learning module “Managing patients undergoing General Anaesthesia in the MRI 
unit”  is available at https://www.e-lfh.org.uk.  You will need to register for a free account which 
is quick and easy if you do not already have one.  Once you have logged in use the search term 
“MRI safety”.  The appropriate module will come up- you have to then select “enrol” and then 
“play” to access the module.  The module takes approximately 45 minutes.    
 For further information on transfers please refer to the all wales transfer course and guidelines, 
see link below: 
http://www.wales.nhs.uk/sites3/Documents/962/
Guidelines%20for%20the%20Transfer%20of%20the%20Critically%20Ill%20Adult_v5.pdf 
Page  of   47"
SP-0017,MRI-SOP.pdf,3,safety_sop,"http://www.wales.nhs.uk/sites3/Documents/962/
Guidelines%20for%20the%20Transfer%20of%20the%20Critically%20Ill%20Adult_v5.pdf 
Page  of   47
Cardiff Critical Care SOP 001"
SP-0018,MRI-SOP.pdf,4,safety_sop,"Cardiff Critical Care Standard Operating Procedures
Appendix 1 
MRI checklist for level 3 patients from Red/Purple & Amber zones  
Please ensure checklist has been completed prior to leaving critical care unit. 
Please ensure all personnel have read the MRI SOP and are competent at MRI transfers prior to 
transfer - see SOP for further details.  
All members of staﬀ should have completed appropriate e-learning for health module for MRI 
and watched the local MRI familiarisation video on the “Critical Care Cardiﬀ” YouTube channel/ 
cardiffcriticalcare.co.uk website (See SOP for further details).
 
 
STAFF
Are two airway doctors/ACCPs accompanying? (one ‘Dirty’ & one ‘Clean’)
Is one doctor at least ST 5 ICU/Anaesthesia or equivalent?"
SP-0019,MRI-SOP.pdf,4,safety_sop,"STAFF
Are two airway doctors/ACCPs accompanying? (one ‘Dirty’ & one ‘Clean’)
Is one doctor at least ST 5 ICU/Anaesthesia or equivalent? 
(more junior medical staﬀ acceptable at ICU consultant’s discretion)
1 critical care nurse accompanying?
1 critical care technician/experienced ODP accompanying?
Have all members of staﬀ completed an MRI safety questionnaire?
Have all staﬀ removed metal objects from their person prior to transfer?
Appropriate PPE being worn? (NOTE: hoods are not MRI safe)
Yes   
Yes   
Yes   
Yes   
Yes   
Yes   
Yes   
EQUIPMENT
Has the anaesthetic machine & monitoring in MRI been checked by the ICU Tech-
nician/ODP? (NOTE this must have been done prior to leaving ICU)
Are there adequate oxygen supplies for transfer to and from MRI suite?"
SP-0020,MRI-SOP.pdf,4,safety_sop,"nician/ODP? (NOTE this must have been done prior to leaving ICU)
Are there adequate oxygen supplies for transfer to and from MRI suite?
Are there adequate supplies of drugs, ﬂuids and infusions for the scan duration? 
(NOTE no drugs are available in MRI including saline for ﬂushes)
Have you got a 1000ml 0.9% NaCl bag for additional ﬂushes?
Yes   
Yes   
Yes   
Yes   
Page  of   57
Cardiff Critical Care SOP 001 
Patient details or insert sticker 
Name:
DOB:
Hospital number:
Address: 
DATE & TIME: 
NAME & GRADE: 
AIRWAY 1:……………………...…..……………...
AIRWAY 2: …………………...……..…………..…
TECHNICIAN/ODP: ………..…..………………….
CRITICAL CARE NURSE: ……..…………………"
SP-0021,MRI-SOP.pdf,5,safety_sop,"Cardiff Critical Care Standard Operating Procedures
Only on completion of all of the above, will it be deemed safe to leave Critical Care.
Name of staﬀ member completing form: 	 	 	 	 	 	 
Signature: 		 	 	 	 	 	 
Have all required infusions been duplicated with 4 primed lines of 8 metre length? 
(see SOP for more details)
Is there a separate 50ml syringe of 0.9% NaCl with primed infusion line available 
for bolus use? (NOTE: Infusions will need to be drawn up from blue zone along with clean 
pumps. Each bolus requires 16ml ﬂush due to the 8m line length) 
Has the patient been established on IV sedation +/- vasopressors? (NOTE: it is not 
possible to change volatile concentration during scan, so IV sedation recommended)
Yes  
Yes  
Yes   
PATIENT"
SP-0022,MRI-SOP.pdf,5,safety_sop,"possible to change volatile concentration during scan, so IV sedation recommended)
Yes  
Yes  
Yes   
PATIENT
Has the patient had an MRI safety questionnaire completed?
Have the following been removed from the patient: 
•Temperature probe catheter
•Excess ECG stickers
•Medication patches (eg Fentanyl/GTN/Nicotine)
•In line suction
•PiCCO catheter
•Hearing aids
•Dentures
•Swann-Ganz catheter
•Oesophageal doppler probe
FloSwitch arterial lines substituted for either Leadercatch or Abbocath 
lines?
Arterial transducer placed on patient’s midline?
Yes  
N/A
Yes 
Yes 
N/A
Yes 
N/A
Yes 
Yes 
N/A
Yes 
Yes 
N/A
Yes 
N/A
N/A
Yes 
Yes 
N/A
Yes 
N/A
PRIOR TO LEAVING UNIT:
Have you got the emergency drug box? 
(NOTE: Ensure no metal items in box enter MRI scan room)"
SP-0023,MRI-SOP.pdf,5,safety_sop,"N/A
N/A
Yes 
Yes 
N/A
Yes 
N/A
PRIOR TO LEAVING UNIT:
Have you got the emergency drug box? 
(NOTE: Ensure no metal items in box enter MRI scan room)
Have MRI been contacted prior to leaving ICU?
Have MRI been notiﬁed of the patient’s COVID-19 status?
Yes 
Yes 
Yes 
Page  of   67
Cardiff Critical Care SOP 001"
SP-0024,MRI-SOP.pdf,6,safety_sop,"Cardiff Critical Care Standard Operating Procedures
Grade/job title: 		 	 	 	 	 
Date and time: 		 	 	 	 	
Page  of   77
Cardiff Critical Care SOP 001"
SP-0025,SOP-MRI-Safety-Training.jpm-jrs.pdf,0,safety_sop,"Standard Operating Procedure: MRI Safety Training 
 
Background: There are occasions when research personnel, for example Biomedical Engineering 
students developing cardiac MRI techniques, have a need to perform MRI exams without the assistance of 
an MRI Technologist.  In order to ensure that MRI safety guidelines are followed on these occasions, MRI 
safety training will be provided to these personnel prior to the performance of any MRI exams on either 
phantoms or human subjects. 
 
Purpose: Establish a process, to include documentation, for MRI safety training for research personnel 
who will be scanning without the presence of an MRI Technologist.  
 
Training Requirements for Independent Scanning (to be completed in the order below): 
 MRI Training:"
SP-0026,SOP-MRI-Safety-Training.jpm-jrs.pdf,0,safety_sop,"Training Requirements for Independent Scanning (to be completed in the order below): 
 MRI Training: 
o Lecture with PowerPoint presentation that will review general MRI safety and safe 
practices while working in the MRI environment 
o Completion of an MRI screening sheet 
o Walk-through of the MRI space (to include a review of imaging coils, cleaning and 
scanner-use etiquette)  
o Completion of MRI training checklist 
o Completion of MRI Technologist shadowing 
 When personnel are ready to observe/shadow an MRI Technologist, it will be the 
trainee’s responsibility to review the Imaging Core Calendar 
(www.imagingcore.sites.virginia.edu) and work with the MRI Technologist to 
determine and arrange the best date/time/location to observe/shadow a cardiac"
SP-0027,SOP-MRI-Safety-Training.jpm-jrs.pdf,0,safety_sop,"determine and arrange the best date/time/location to observe/shadow a cardiac 
exam or any other relevant exam   
 Personnel will be responsible for documenting five observed exams with 
the MRI Technologist on established observation form 
o A post-test will be given following the completion of five observations with an MRI 
Technologist 
 Post-test will include questions related to MRI safety and relevant Cardiac imaging 
exams (e.g., cardiac) 
o If all of the above is completed and personnel pass the post-test, ID Badge access can be 
granted for access to the MRI scanner area 
 A formal email request to include full name, and 9-digit employee ID # is required 
to request official access.  Email requests for badge access should be sent to"
SP-0028,SOP-MRI-Safety-Training.jpm-jrs.pdf,0,safety_sop,"to request official access.  Email requests for badge access should be sent to 
Jessica Lilly (JLW8FK@virginia.edu) and Jamie Weathersbee (jg6w@virginia.edu)  
 
***All documentation of MRI Training will be kept with the MRI Technologist (scanned into database)*** 
 
 Other training in order to be added to a study protocol:  
o Complete CITI Training online and email documentation to Brigitte Kelly 
 CITI website:  https://about.citiprogram.org/en/homepage/ 
 For assistance or questions regarding completion of this training reach out to 
Brigitte Kelly"
SP-0029,SOP-MRI-Safety-Training.jpm-jrs.pdf,1,safety_sop,"Completion of Training: 
 After completion of all above training staff who will perform independent scanning can then be 
added to an IRB. 
 The Primary Investigator for the IRB will be responsible for the personnel performing independent 
scanning. 
 
 
Any staff member who completes this training will be held accountable for the following: 
 
 Utilizing an active IRB along with a valid PTAO when performing scans 
 All imaging performed is defined by an IRB 
 All scanner use is scheduled within the core calendar system 
 Appropriate use at all times of the scanner, all coils and other equipment associated with the 
scanner 
 Report any issue with scanner equipment including any other events that may arise while using the"
SP-0030,SOP-MRI-Safety-Training.jpm-jrs.pdf,1,safety_sop,"scanner 
 Report any issue with scanner equipment including any other events that may arise while using the 
scanner as outlined in the SOP for Off Hours Scanning and Events 
 
 
Failure to following proper utilization of the scanner and adhering to the above guidelines will result in 
suspension of independent scanning privileges or revocation of independent scanning privileges. 
 
 
 
JLW 10-2019"
SP-0031,ACRAppropriatenessCriteria.pdf,0,clinical_guidelines,"American College of Radiology 
ACR Appropriateness Criteria®
Headache
 
Variant: 1   Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging.
Procedure Appropriateness Category Relative Radiation Level
CT head without IV contrast Usually Appropriate ☢☢☢
CTA head with IV contrast May Be Appropriate ☢☢☢
Arteriography cervicocerebral Usually Not Appropriate ☢☢☢
MRA head with IV contrast Usually Not Appropriate O
MRA head without and with IV contrast Usually Not Appropriate O
MRA head without IV contrast Usually Not Appropriate O
MRI head with IV contrast Usually Not Appropriate O
MRI head without and with IV contrast Usually Not Appropriate O
MRI head without IV contrast Usually Not Appropriate O
MRV head with IV contrast Usually Not Appropriate O"
SP-0032,ACRAppropriatenessCriteria.pdf,0,clinical_guidelines,"MRI head without IV contrast Usually Not Appropriate O
MRV head with IV contrast Usually Not Appropriate O
MRV head without and with IV contrast Usually Not Appropriate O
MRV head without IV contrast Usually Not Appropriate O
CT head with IV contrast Usually Not Appropriate ☢☢☢
CT head without and with IV contrast Usually Not Appropriate ☢☢☢
CTV head with IV contrast Usually Not Appropriate ☢☢☢
 
Variant: 2   Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.
Procedure Appropriateness Category Relative Radiation Level
Arteriography cervicocerebral Usually Not Appropriate ☢☢☢
MRA head with IV contrast Usually Not Appropriate O
MRA head without and with IV contrast Usually Not Appropriate O
MRA head without IV contrast Usually Not Appropriate O"
SP-0033,ACRAppropriatenessCriteria.pdf,0,clinical_guidelines,"MRA head without and with IV contrast Usually Not Appropriate O
MRA head without IV contrast Usually Not Appropriate O
MRI head with IV contrast Usually Not Appropriate O
MRI head without and with IV contrast Usually Not Appropriate O
MRI head without IV contrast Usually Not Appropriate O
MRV head with IV contrast Usually Not Appropriate O
MRV head without and with IV contrast Usually Not Appropriate O
MRV head without IV contrast Usually Not Appropriate O
CT head with IV contrast Usually Not Appropriate ☢☢☢
CT head without and with IV contrast Usually Not Appropriate ☢☢☢
CT head without IV contrast Usually Not Appropriate ☢☢☢
CTA head with IV contrast Usually Not Appropriate ☢☢☢
CTV head with IV contrast Usually Not Appropriate ☢☢☢"
SP-0034,ACRAppropriatenessCriteria.pdf,0,clinical_guidelines,"CTA head with IV contrast Usually Not Appropriate ☢☢☢
CTV head with IV contrast Usually Not Appropriate ☢☢☢
 
Variant: 3   Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial 
imaging.
Revised 2022"
SP-0035,ACRAppropriatenessCriteria.pdf,1,clinical_guidelines,"Procedure Appropriateness Category Relative Radiation Level
MRI head without and with IV contrast Usually Appropriate O
MRI head without IV contrast May Be Appropriate O
Arteriography cervicocerebral Usually Not Appropriate ☢☢☢
MRA head with IV contrast Usually Not Appropriate O
MRA head without and with IV contrast Usually Not Appropriate O
MRA head without IV contrast Usually Not Appropriate O
MRI head with IV contrast Usually Not Appropriate O
MRV head with IV contrast Usually Not Appropriate O
MRV head without and with IV contrast Usually Not Appropriate O
MRV head without IV contrast Usually Not Appropriate O
CT head with IV contrast Usually Not Appropriate ☢☢☢
CT head without and with IV contrast Usually Not Appropriate ☢☢☢
CT head without IV contrast Usually Not Appropriate ☢☢☢"
SP-0036,ACRAppropriatenessCriteria.pdf,1,clinical_guidelines,"CT head without and with IV contrast Usually Not Appropriate ☢☢☢
CT head without IV contrast Usually Not Appropriate ☢☢☢
CTA head with IV contrast Usually Not Appropriate ☢☢☢
CTV head with IV contrast Usually Not Appropriate ☢☢☢
 
Variant: 4   Headache with features of intracranial hypertension (eg, papilledema, pulsatile 
tinnitus, visual symptoms worse on Valsalva). Initial imaging.
Procedure Appropriateness Category Relative Radiation Level
MRI head without and with IV contrast Usually Appropriate O
MRI head without IV contrast Usually Appropriate O
CT head without IV contrast Usually Appropriate ☢☢☢
MRV head with IV contrast May Be Appropriate O
MRV head without and with IV contrast May Be Appropriate O
MRV head without IV contrast May Be Appropriate O"
SP-0037,ACRAppropriatenessCriteria.pdf,1,clinical_guidelines,"MRV head without and with IV contrast May Be Appropriate O
MRV head without IV contrast May Be Appropriate O
CTV head with IV contrast May Be Appropriate ☢☢☢
Arteriography cervicocerebral Usually Not Appropriate ☢☢☢
MRA head with IV contrast Usually Not Appropriate O
MRA head without and with IV contrast Usually Not Appropriate O
MRA head without IV contrast Usually Not Appropriate O
MRI head with IV contrast Usually Not Appropriate O
CT head with IV contrast Usually Not Appropriate ☢☢☢
CT head without and with IV contrast Usually Not Appropriate ☢☢☢
CTA head with IV contrast Usually Not Appropriate ☢☢☢
 
Variant: 5   Headache with features of intracranial hypotension (eg, positional, worse when 
upright, better when lying down). Initial imaging."
SP-0038,ACRAppropriatenessCriteria.pdf,1,clinical_guidelines,"Variant: 5   Headache with features of intracranial hypotension (eg, positional, worse when 
upright, better when lying down). Initial imaging.
Procedure Appropriateness Category Relative Radiation Level
MRI head without and with IV contrast Usually Appropriate O
MRI thoracic spine with IV contrast May Be Appropriate (Disagreement) O
MRI thoracic spine without and with IV contrast May Be Appropriate O
MRI thoracic spine without IV contrast May Be Appropriate O
Arteriography cervicocerebral Usually Not Appropriate ☢☢☢"
SP-0039,ACRAppropriatenessCriteria.pdf,2,clinical_guidelines,"MRA head with IV contrast Usually Not Appropriate O
MRA head without and with IV contrast Usually Not Appropriate O
MRA head without IV contrast Usually Not Appropriate O
MRI head with IV contrast Usually Not Appropriate O
MRI head without IV contrast Usually Not Appropriate O
MRV head with IV contrast Usually Not Appropriate O
MRV head without and with IV contrast Usually Not Appropriate O
MRV head without IV contrast Usually Not Appropriate O
CT head with IV contrast Usually Not Appropriate ☢☢☢
CT head without and with IV contrast Usually Not Appropriate ☢☢☢
CT head without IV contrast Usually Not Appropriate ☢☢☢
CTA head with IV contrast Usually Not Appropriate ☢☢☢
CTV head with IV contrast Usually Not Appropriate ☢☢☢"
SP-0040,ACRAppropriatenessCriteria.pdf,2,clinical_guidelines,"CTA head with IV contrast Usually Not Appropriate ☢☢☢
CTV head with IV contrast Usually Not Appropriate ☢☢☢
 
Variant: 6   Headache with new onset or pattern during pregnancy or peripartum period. 
Initial imaging.
Procedure Appropriateness Category Relative Radiation Level
MRI head without IV contrast Usually Appropriate O
CT head without IV contrast Usually Appropriate ☢☢☢
MRV head without IV contrast May Be Appropriate O
CTV head with IV contrast May Be Appropriate ☢☢☢
Arteriography cervicocerebral Usually Not Appropriate ☢☢☢
MRA head with IV contrast Usually Not Appropriate O
MRA head without and with IV contrast Usually Not Appropriate O
MRA head without IV contrast Usually Not Appropriate O
MRI head with IV contrast Usually Not Appropriate O"
SP-0041,ACRAppropriatenessCriteria.pdf,2,clinical_guidelines,"MRA head without IV contrast Usually Not Appropriate O
MRI head with IV contrast Usually Not Appropriate O
MRI head without and with IV contrast Usually Not Appropriate O
MRV head with IV contrast Usually Not Appropriate O
MRV head without and with IV contrast Usually Not Appropriate O
CT head with IV contrast Usually Not Appropriate ☢☢☢
CT head without and with IV contrast Usually Not Appropriate ☢☢☢
CTA head with IV contrast Usually Not Appropriate ☢☢☢
 
Variant: 7   Headache with one or more of the following “red flags”: increasing frequency or 
severity, fever or neurologic deficit, history of cancer or immunocompromise, older age 
(>50 years) of onset, or posttraumatic onset. Initial imaging.
Procedure Appropriateness Category Relative Radiation Level"
SP-0042,ACRAppropriatenessCriteria.pdf,2,clinical_guidelines,"(>50 years) of onset, or posttraumatic onset. Initial imaging.
Procedure Appropriateness Category Relative Radiation Level
MRI head without and with IV contrast Usually Appropriate O
MRI head without IV contrast Usually Appropriate O
CT head without IV contrast Usually Appropriate ☢☢☢
Arteriography cervicocerebral Usually Not Appropriate ☢☢☢
MRA head with IV contrast Usually Not Appropriate O
MRA head without and with IV contrast Usually Not Appropriate O
MRA head without IV contrast Usually Not Appropriate O"
SP-0043,ACRAppropriatenessCriteria.pdf,3,clinical_guidelines,"MRI head with IV contrast Usually Not Appropriate O
MRV head with IV contrast Usually Not Appropriate O
MRV head without and with IV contrast Usually Not Appropriate O
MRV head without IV contrast Usually Not Appropriate O
CT head with IV contrast Usually Not Appropriate ☢☢☢
CT head without and with IV contrast Usually Not Appropriate ☢☢☢
CTA head with IV contrast Usually Not Appropriate ☢☢☢
CTV head with IV contrast Usually Not Appropriate ☢☢☢
 
Variant: 8   Headache without any of the following “red flags”: sudden onset 
(""thunderclap""), features of intracranial hypertension or hypotension, new onset or pattern 
during pregnancy or peripartum period, increasing frequency or severity, fever or 
neurologic deficit, history of cancer or immunocompromise, older age (greater than 50 years"
SP-0044,ACRAppropriatenessCriteria.pdf,3,clinical_guidelines,"neurologic deficit, history of cancer or immunocompromise, older age (greater than 50 years 
of age) of onset, or post-traumatic onset. Initial imaging.
Procedure Appropriateness Category Relative Radiation Level
Arteriography cervicocerebral Usually Not Appropriate ☢☢☢
MRA head with IV contrast Usually Not Appropriate O
MRA head without and with IV contrast Usually Not Appropriate O
MRA head without IV contrast Usually Not Appropriate O
MRI head with IV contrast Usually Not Appropriate O
MRI head without and with IV contrast Usually Not Appropriate O
MRI head without IV contrast Usually Not Appropriate O
MRV head with IV contrast Usually Not Appropriate O
MRV head without and with IV contrast Usually Not Appropriate O
MRV head without IV contrast Usually Not Appropriate O"
SP-0045,ACRAppropriatenessCriteria.pdf,3,clinical_guidelines,"MRV head without and with IV contrast Usually Not Appropriate O
MRV head without IV contrast Usually Not Appropriate O
CT head with IV contrast Usually Not Appropriate ☢☢☢
CT head without and with IV contrast Usually Not Appropriate ☢☢☢
CT head without IV contrast Usually Not Appropriate ☢☢☢
CTA head with IV contrast Usually Not Appropriate ☢☢☢
CTV head with IV contrast Usually Not Appropriate ☢☢☢
 
 
Panel Members
Pallavi S. Utukuri, MDa, Robert Y. Shih, MDb, Amna A. Ajam, MD, MBBSc, Kathryn E. Callahan, MD, 
MSd, Doris Chen, MDe, Jeffrey W. Dunkle, MDf, Christopher H. Hunt, MDg, Jana Ivanidze, MDh, 
Luke N. Ledbetter, MDi, Ryan K. Lee, j, Omojo Malu, MDk, Jeffrey S. Pannell, MDl, Jeffrey M. Pollock,"
